entity_type,request_path,target_path,store_id,redirect_type
custom,in-our-stores/Early-Childhood-Education/kindermusik-fall-2017,https://content.westmusic.com/in-our-stores/early-childhood-education/,10,301
custom,staging-1/wgi-virtual-finals-bogo,/wgi-virtual-finals-bogo/,10,301
custom,staging/practice-pads,,10,301
custom,staging-1/emad-drumhead-special-2021,/emad-drumhead-special-2021/,10,301
custom,drum-heads-2/drumset-head/drumset-tom-heads,/drum-heads/drumset-heads/drumset-tom-heads/,10,301
custom,cymbals-gongs-1/drumset-cymbals/crash-ride-cymbals,/cymbals-gongs/drumset-cymbals/crash-ride-cymbals/,10,301
custom,hardware-1/drumset-headware/hardware-packs,/hardware/drumset-hardware/hardware-packs/,10,301
custom,cymbals-gongs-1/gongs-and-tam-tams/opera-tiger-gongs,/cymbals-gongs/gongs-and-tam-tams/opera-tiger-gongs/,10,301
custom,national-schools/arlington-heights-high-school,/national-schools/monnig-middle-school/,10,301
custom,staging-1/marching-mayhem,/marching-mayhem/,10,301
custom,hardware/marching-hardware/bass-carriers,/hardware/marching-hardware/marching-bass-carriers/,10,301
custom,staging-1/yamaha-display-marching-snares,/yamaha-display-marching-snares/,10,301
custom,hardware/adaptors-mounts-clamps/electronic-mounts,/hardware/adapter-mounts-and-clamps/electronic-mounts/,10,301
custom,hardware/adaptors-mounts-clamps/cymbal-arms-and-mounts,/hardware/adapter-mounts-and-clamps/cymbal-arms-and-mounts/,10,301
custom,drum-heads-1/world-drumming-heads/djembe-heads,,10,301
custom,hardware/adaptors-mounts-clamps/tom-arms-and-mounts,/hardware/adapter-mounts-and-clamps/tom-arms-and-mounts/,10,301
custom,1002409-drums-percussion/p3010-drum-heads/evans-hazy-300-snare-side-drumheads.htm,/b/evans/,10,301
custom,hardware-1/world-percussion-hardware/bongo-stands,,10,301
custom,sonor,/b/sonor/,10,301
custom,staging/spooky-sounds-on-sale,/spookysounds/,10,301
custom,hardware/marching-hardware/snare-carriers,/hardware/marching-hardware/marching-snare-carriers/,10,301
