"Insert Image","Insert Image"
"The file is too large. Maximum upload file size: %1MB","The file is too large. Maximum upload file size: %1MB"
"File '%1' is not an image.","File '%1' is not an image."
Enabled,Enabled
Disabled,Disabled
"Select Image","Select Image"
"Are you sure you want to do this?","Are you sure you want to do this?"
Magezon,Magezon
"<span class=""mgz-logo"">Magezon Extensions</span>","<span class=""mgz-logo"">Magezon Extensions</span>"
